GPSPointLocation,CulvertID,CulvertAccessibility,ReasonforInaccessability,InletisMDIorSCI,Material,NumberofCulverts,InletEndSectionType,OutletEndSectionType,DropInletDetails,Culvert_Shape,PhysicalDamage,Corrosion,SpanIn,RiseIn,WidthofMultiCulvertsFt,Silting,Scour,Erosion_Control,ChannelType,ChannelCondition,Skew,DegreesofSkew,Comments,Collector,Correctionsource,Workspace,DeviceID,CorrStatus,CreationDateTime,UpdateDateTime,HorizEstAcc,VertEstAcc,TaskName,Photos_Multiple,X,Y,Z
CDI,C24,Yes,,No,Corrugated Metal,1,MDI / SDI / CDI,,1 pipe (lateral),Circular,,,,,,,,,,,Normal,,,culvertam3@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-05-22T14:49:15.648746,,0.77,1.15,,https://na.api.maps.trimblegeospatial.com/forms/images/34738d68-bffe-4e74-bdf3-9cd54fa53f0f?hash=64p7Gzch6eEzchoaIdbZZOgI4dARqcPoAQOiN%2fk3cFY%3d&projectId=bo9nt6JWFsc,-108.21093071048921,35.40747261275453,2180.542434348397
Outlet,B422,Yes,,No,Corrugated Metal,1,No End Section,No End Section,,Ellipse,None,Minor (Rusting on Inside OR Outside),80,90,,Clean,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Good,Normal,,,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-06-15T09:18:06.975692,,1.33,1.9300000000000002,,https://na.api.maps.trimblegeospatial.com/forms/images/4fef19fa-2908-4031-aefc-e1c475259ea1?hash=j%2bHgIcTZqyrbPHhHEeUpa84g%2fL8W0b3hvcF62G1c%2fFo%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/509821b8-598d-4692-986e-f45f85870b2a?hash=4gtIoQjaPQdUhj63sY8oWK9wuDJkCdZCrm6ADIiZfAk%3d&projectId=bo9nt6JWFsc,-108.95068642392802,36.05087980464471,2360.233888011057
MDI / SDI,D990,Yes,,Yes,Corrugated Metal,1,MDI / SDI / CDI,Metal End Section,1 pipe (lateral),Circular,None,None Evident,30,30,,Minor Silting (<10%),Little or no Scour ( < 1 ft),None,No Channel Evident,,Normal,,,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-27T10:24:00.901527,2023-06-27T10:31:51.858478,1.21,1.82,,https://na.api.maps.trimblegeospatial.com/forms/images/4997de54-3c0d-46e0-ad1c-ac685bb116dd?hash=Vx0mwnC7uhmvaLBXDFXcVDE%2b4v%2f0o1gyxID2CyCDUHQ%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/fc4ba15d-5333-4973-9fd8-d604cc14d6db?hash=Ri%2fUhlEwlpGg1wBGK%2fMLBDfbjlx3Kk0%2bjmcTkTR0yaU%3d&projectId=bo9nt6JWFsc,-106.83907611694633,36.8964327063379,2253.610971729418
Outlet,C836,Yes,,No,Corrugated Metal,2,Concrete Slope Blanket,Concrete Slope Blanket,,Circular,None,None Evident,30,30,5.5,10% to 30% Silted,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Weeds and/or Debris,Right Forward,67.5,,culvertam3@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-21T10:30:37.41355,,1.27,1.9100000000000001,,https://na.api.maps.trimblegeospatial.com/forms/images/5e9368b8-dfec-4f57-a22d-46209ffcc155?hash=gBQfbrmvI6LLl%2fQQHKOw0ZaZr1WxCzKnqBDWVYXObk0%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/6f0448fe-58d1-4d39-a70e-4d67113d45ee?hash=pf4yV4IE%2bGV%2fLpowmGHQtom0N2gNjGOMg9X2amL4iEc%3d&projectId=bo9nt6JWFsc,-106.33318818157198,35.57846148618012,1604.9339367096231
Inlet,A368,Yes,,No,Corrugated Metal,3,Concrete Slope Blanket,Concrete Slope Blanket,,Ellipse,Severe Cracks on Concrete (>1/4 in.),Minor (Rusting on Inside OR Outside),86,90,32,Minor Silting (<10%),Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Good,Normal,,,culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-05-31T15:45:29.491002,,0.89,1.33,,https://na.api.maps.trimblegeospatial.com/forms/images/43324c41-dc8e-4ade-9ef5-a987ba4d084c?hash=5foQf8HvCAlS45wC6FCZqR6SXOij%2f1j6i9iaWbrbUic%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/7b5ab135-8d9e-48e5-843a-20e6813daf01?hash=eJqV1lpe46tlQ3m3%2bLkPqXEYGv0ciyZWGVeEwQbblLM%3d&projectId=bo9nt6JWFsc,-104.74681034881407,35.53493925550084,1990.1091874619344
Outlet,D18,Yes,,No,Concrete,1,Headwall with Wingwalls,No End Section,,Circular,Spalling and Cracks on Headwall/Aprons,None Evident,24,24,,10% to 30% Silted,Little or no Scour ( < 1 ft),None,Running Water,Swampy/Heavily Vegetated,Normal,,The third picture indicates two holes that show the culvert and opening. Obstruction of water flow.,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-05-22T14:00:02.101365,2023-05-30T16:26:16.391149,1.24,1.8599999999999999,,https://na.api.maps.trimblegeospatial.com/forms/images/19126a9c-7b35-496a-80df-206aed2e5e6f?hash=m8UcTboHyY76Vcl2HG6A85HiTB6QMixxzafXtqGx%2fg0%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/52c7885c-ea15-446a-a861-a1cc48ddac8f?hash=9eW7u%2bP4nZut5T2XZIe5PN24Dneu8e2Jg1PV2qCm1lo%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/f08da377-f475-4458-9337-a56002d0ee64?hash=7YGwrT%2fg1FtusY5G39pkWyEaK7DEAN0FNWlFCtIcPoM%3d&projectId=bo9nt6JWFsc,-106.97885012282661,36.095108999396714,2172.0063873473555
MDI / SDI,C753,Yes,,Yes,Corrugated Metal,2,MDI / SDI / CDI,Metal End Section,2 pipes (straight across),Circular,None,None Evident,24,24,,Clean,Little or no Scour ( < 1 ft),Wire-Enclosed Rip-Rap Pad,Roadside/Median Ditch,Good,Normal,,,culvertam3@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-19T13:58:23.880068,,0.7000000000000001,1.04,,https://na.api.maps.trimblegeospatial.com/forms/images/ff17435d-3264-40cb-8148-1385c89bd8a2?hash=vw%2fewfHGG8bnAx8dCfVgNCrQRjIjAqdh4nDBT0Vbm%2bo%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/36404b40-6472-4cf5-91df-34a8759ff9a5?hash=ywSdFhGSj8vX3WNYW2uLiDe6Gp7SSSd7TDWhG2xWzEk%3d&projectId=bo9nt6JWFsc,-106.3158841216813,35.112933720271705,2078.104995342051
Outlet,E2,Yes,,No,Corrugated Metal,1,Metal End Section,Unknown,,Circular,None,Not Known,24,24,,>90% Silted,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Dry/Heavily Vegetated,Normal,,Outlet silted up and in poor condition. Inlet measurements shown. Delineators knocked down.,culvertam5@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-05T14:43:30.442038,2023-06-08T15:08:06.688332,1.1,1.6400000000000001,,https://na.api.maps.trimblegeospatial.com/forms/images/f1b0f536-f3d4-4242-9602-831d25b3be5c?hash=mV%2bk6zXvP8woUECY9taGRJvXagB4fE2qARbTcVVh%2fl0%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/91b3f952-ff65-43c4-9c4a-6b300f7f4048?hash=FVRdJmoKBdK9OiIgQV9kJnd08U3buiJDCtQiIdZtlG4%3d&projectId=bo9nt6JWFsc,-108.74983091092943,36.99892497430991,1565.0312144192476
Outlet,C330,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Circular,None,Minor (Rusting on Inside OR Outside),24,24,,30% to 60% Silted,Little or no Scour ( < 1 ft),Loose Rip-Rap,No Channel Evident,,Left Forward,45,,culvertam3@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-05T15:56:36.816805,,1.51,2.26,,https://na.api.maps.trimblegeospatial.com/forms/images/ffdd74df-de3c-4c1f-a223-9b41c1a14365?hash=S784qXZG5R3b4w2V5r99nkfcT00Sd1cKZyK%2bO5wjBQ4%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/9f57e849-40a9-4770-be3c-d156fcacf831?hash=D9fryHPeBYCtdATq7eFkKb7JJbLyCEMAkYui4dIlFD4%3d&projectId=bo9nt6JWFsc,-108.21998191864027,36.66992460651345,1836.941443331098
Outlet,C221,No,Outside of ROW Fence,No,,1,Metal End Section,Metal End Section,,Circular,,,,,,,,None,No Channel Evident,,Normal,,,culvertam3@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-05-31T10:33:44.542012,,1.3,1.9500000000000002,,https://na.api.maps.trimblegeospatial.com/forms/images/a7ba7fb8-6b53-476b-9c83-67236a7ccd65?hash=85qutM4h0lRoiLDdcxibmbIJInihxXZ12KhDnNNAqLU%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/38ef87d9-4eff-4498-ba0d-c02ba9a2970d?hash=e%2bRcPybN%2fvZl3wDuF75YrVRMATA%2fwYKKdOjt%2fafhs%2bk%3d&projectId=bo9nt6JWFsc,-108.15442145767722,35.827827546793905,2008.5584594064062
Irrigation,A541,No,Below Water,No,,1,,,,,,,,,,,,,Irrigation,Good,Left Forward,45,,culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-12T14:58:24.68273,,0.73,1.09,,https://na.api.maps.trimblegeospatial.com/forms/images/fecfbda5-1bd7-4b69-b2b8-f8eb28e8c567?hash=H40kJrupPU%2bWUmLXMUB%2fQmPSOAw80uLt7v8%2bU%2fRKhEg%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/07c75f03-87cf-4fca-bb88-9a107537bb92?hash=q8TDlA6Etu2Wr3%2fU7xPstfwdx2nF168fcIlGajxuIM8%3d&projectId=bo9nt6JWFsc,-104.97751640547298,35.79886008515614,1953.390085259292
Outlet,C380,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Arch Pipe,None,None Evident,57,38,,Clean,Little or no Scour ( < 1 ft),Wire-Enclosed Rip-Rap Pad,Dry Arroyo/Ephemeral,Dry/Heavily Vegetated,Normal,,,culvertam3@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-06T12:48:06.616895,2023-06-06T12:50:46.633589,1.45,2.18,,https://na.api.maps.trimblegeospatial.com/forms/images/3e66e7a1-ec88-43d4-85fc-26f9664a68ae?hash=rZBXD%2buTn7dQuLRj39PvT%2b%2bNrbStaAjwHdMrF8LNyXk%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/e029d7d4-d38a-4fe6-9b7e-5de19ea4c64c?hash=3HnwdH29gUw8dIw2TF7w3Crp9aoe8NhYSeqqwDLR5pQ%3d&projectId=bo9nt6JWFsc,-108.25215045983211,36.465547973529944,1997.512130456657
Outlet,B253,Yes,,No,Corrugated Metal,1,Concrete Slope Blanket with Safety Grate,Concrete Slope Blanket with Safety Grate,,Circular,None,None Evident,24,24,,10% to 30% Silted,Little or no Scour ( < 1 ft),None,Roadside/Median Ditch,Good,Normal,,,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-06-06T09:33:34.369201,2023-06-06T09:41:44.682638,1.34,1.81,,https://na.api.maps.trimblegeospatial.com/forms/images/7bb829bc-ca9c-484c-894a-33e5fee8ae34?hash=SdAF2HrwTO2imoKbCFf4NLJcNkTno18YxGLXRM2%2fU2Q%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/6cdcf3d4-d4ea-49e7-abe1-c83b80a227e9?hash=JlV6YcLo06ESxBfdcE6zmOQgWzD%2bN%2fuHgWbSKlRvPG0%3d&projectId=bo9nt6JWFsc,-108.70053134409899,35.87623178860929,1910.7513462597406
Outlet,D456,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Circular,None,Minor (Rusting on Inside OR Outside),54,54,,Minor Silting (<10%),Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Good,Right Forward,22.5,External corrosion,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-06T15:05:31.102793,,1.12,1.6800000000000002,,https://na.api.maps.trimblegeospatial.com/forms/images/227ce1f1-dc8b-419e-895c-037c0541f571?hash=vlVAEnOVqeHKOLKfCjPBqgjH4Wf%2bm3Fi9xhZue0By7s%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/400489b1-f4a0-453c-924c-cbfd7e0e6d50?hash=5jFwAS63jC6UubCploGG2wStquGwPoFHPxWqZVSdGH0%3d&projectId=bo9nt6JWFsc,-107.75237092619565,36.28930742364288,2042.708062445744
Inlet,D1012,Yes,,No,Corrugated Metal,1,Metal End Section,Unknown,,Circular,None,Not Known,36,36,,Minor Silting (<10%),,,,,Right Forward,45,Outlet inaccessible due to steep slope and heavy vegetation,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-27T13:45:58.9002,,1.25,1.87,,https://na.api.maps.trimblegeospatial.com/forms/images/16d7c2c3-ad56-42ca-8b9a-dcb3122a0cb1?hash=JimTk1wWHiNjYZajZljYNKGiVLhY1cFCtUrKWyB805c%3d&projectId=bo9nt6JWFsc,-106.88437426685557,36.92968387494433,2146.723008335062
Inlet,E235,Yes,,No,Corrugated Metal,2,Metal End Section,Metal End Section,,Arch Pipe,None,Major,57,38,25,Clean,Minor Scour (1 to 3 ft),None,Dry Arroyo/Ephemeral,Good,Right Forward,45,"Corrosion outside, not visible in the picture.",culvertam5@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-21T08:37:06.025938,2023-06-21T08:47:06.041454,1.27,1.9,,https://na.api.maps.trimblegeospatial.com/forms/images/079af5d8-7f1a-457c-8d16-fabb9c8527b1?hash=GzC22TW21HqR1Jw0XHBx7jubU8lgRksZNJOrQbPatkE%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/ab100cd2-eab9-4e61-ac4f-47769427c6b7?hash=Ckyq%2fG%2bfvuaWc5OxunrYAH%2bpKUpPVHULPG%2fhh6s72Mc%3d&projectId=bo9nt6JWFsc,-108.70469333730324,36.60696669189914,1647.4579942010437
Inlet,A381,Yes,,No,Corrugated Metal,1,No End Section,No End Section,,Circular,None,Minor (Rusting on Inside OR Outside),42,42,,Minor Silting (<10%),Little or no Scour ( < 1 ft),None,Roadside/Median Ditch,Good,Normal,0,,culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-01T07:54:55.971807,,0.74,1.1,,https://na.api.maps.trimblegeospatial.com/forms/images/8a32735d-45a1-43a0-8441-1100efeb73a9?hash=aD8uYB8u5LSoXLJOQ90DQLNxQ6vv%2fTdisJJtmPtTgFU%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/26eef77d-23e5-456b-9de9-f63e7120c4a6?hash=6BcZ3uz8CWs6e30OK3M9fN33pAcKcXFohbnrABHzBoc%3d&projectId=bo9nt6JWFsc,-104.7103863557568,35.53499908371351,1989.6168949231178
T-Post Reflector,D527,No,Silted Up,,,1,Headwall,Unknown,,,,,,,,,,,,,,,Couldn't locate outlet ,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-12T11:54:05.668999,,0.7000000000000001,1.05,,https://na.api.maps.trimblegeospatial.com/forms/images/8fd09627-459d-4236-9eb8-d1b6c4b37902?hash=8DgtFdxeNnYBsccW5c%2fEiIhJ%2b73jg7p3uc4PJL1kXLg%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/c3572b76-f754-40d2-96aa-ee79c573d5e5?hash=HRq7thaa1e92dECcxX1RENqCr03Dig1vB5RhMVz1mxs%3d&projectId=bo9nt6JWFsc,-106.89126293099687,36.24257580394014,2273.570494874507
Outlet,A848,Yes,,No,Corrugated Metal,1,,Metal End Section,,Circular,None,Minor (Rusting on Inside OR Outside),36,30,,Clean,Little or no Scour ( < 1 ft),None,Roadside/Median Ditch,Good,Normal,0,Outlet and inlet with metal end section and concrete headwall (see photo),culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-22T11:20:02.589123,,0.68,1.02,,https://na.api.maps.trimblegeospatial.com/forms/images/07c9b5c7-9bce-4aec-a638-6a677827698a?hash=rrGqu%2bWHCiiJC2mSgZ4ZLStZOwnaKYUANpzLV96zItY%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/875f9e02-7e5b-40b3-a37d-526a8cc19aee?hash=0mnnOeuJiNmkgzfpkaOoTQls0UW7ZDl2eCrbPGwM%2bP0%3d&projectId=bo9nt6JWFsc,-105.04852156872084,35.731746774980174,2009.082152290097
Driveway (Private or Commercial),A244,Yes,,No,Corrugated Metal,1,No End Section,Unknown,,Circular,Minor Damage (metal),Minor (Rusting on Inside OR Outside),18,18,,60% to 90% Silted,Little or no Scour ( < 1 ft),None,Roadside/Median Ditch,Good,Normal,0,"Outlet silted over, not found. ",culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-05-25T11:52:44.938832,2023-05-25T12:01:35.737354,0.77,1.16,,https://na.api.maps.trimblegeospatial.com/forms/images/53912869-952a-482a-bd6a-1317df4519c3?hash=BoOxIajk370v0FwaSAvG8dvgQOPszhkijW%2belHS9jxc%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/681ed3e6-b094-4c0e-8943-14cb0a87bab4?hash=Fw3kDjXK%2fizFX5b1%2fuVUZbPNJfzGiNHUfRRp%2frJZzSQ%3d&projectId=bo9nt6JWFsc,-105.35465436382205,35.68268298785301,2172.3313507930593
Outlet,C285,No,Not Found,No,,1,,,,,,,,,,,,,Dry Arroyo/Ephemeral,Weeds and/or Debris,,,,culvertam3@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-01T17:01:55.571017,,1.24,1.87,,https://na.api.maps.trimblegeospatial.com/forms/images/8f80d882-6460-4476-b88c-25bb894553cc?hash=CO9y3bsGORaCfcbJ%2bJlkS5S3FKb9EC%2bhMP1UzY1Wdg4%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/9f7f60c8-a591-4654-9c42-b805e8014bed?hash=ouoea458LD45zloMK3Gcvb8QWMpvyZE3ULIGSdxdu5c%3d&projectId=bo9nt6JWFsc,-108.2165825653755,36.03677285984049,1855.6864932541569
Outlet,E20,Yes,,No,Concrete,1,Concrete End Section (Circular or Arch),Concrete End Section (Circular or Arch),,Circular,None,,30,30,,Minor Silting (<10%),Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Weeds and/or Debris,Normal,,,culvertam5@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-06T11:14:35.699686,2023-06-06T11:25:39.090312,1.24,1.8599999999999999,,https://na.api.maps.trimblegeospatial.com/forms/images/22eb01c3-045d-4b03-b17b-a040e88780d1?hash=onVZMuS2pwZWpXsB8glg8odLcKa5l5FngyWpiTKPBgw%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/884c57f4-bed9-4f37-9196-80f33f0721f5?hash=bkukfPVbqIHZL1WFVlqAeN5E8VST3%2b2KisEzQzLx%2fWk%3d&projectId=bo9nt6JWFsc,-108.72756743036476,36.93183531366246,1587.7616084529986
Outlet,D376,Yes,,No,Concrete,1,CBC without Apron,CBC without Apron,,Box,None,,72,,,10% to 30% Silted,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Good,Right Forward,22.5,Silted up and could not get rise. Could jot access the inlet,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-02T09:33:48.29882,2023-06-02T09:39:27.373323,0.93,1.4,,https://na.api.maps.trimblegeospatial.com/forms/images/11a85ab9-20ab-4539-bc0f-74f5b54ec3f6?hash=OymIWgkxP0bdCRVrZkYr9VG%2fyus%2fsT7eZYHCn54EqM4%3d&projectId=bo9nt6JWFsc,-107.46978283133828,36.21464005790778,2117.001600185687
Other,D96,No,Not Found,No,Other,1,Unknown,Unknown,,Unknown,,,,,,,,,,,,,Couldn't find the culvert. Took GPS location at the sign post.,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-05-24T08:20:52.4801,2023-05-30T16:40:14.531114,0.75,1.13,,,-106.94811476538452,36.22539397676074,2284.6797208430257
Outlet,B622,Yes,,Yes,Corrugated Metal,1,MDI / SDI / CDI,Metal End Section,,Circular,None,None Evident,48,48,,Clean,Little or no Scour ( < 1 ft),Wire-Enclosed Rip-Rap Pad,Dry Arroyo/Ephemeral,Good,Normal,,,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-06-27T10:26:19.028594,,1.37,1.76,,https://na.api.maps.trimblegeospatial.com/forms/images/bed06974-1d30-445d-b1bd-064db6cb9d18?hash=egTRnvLq93WYyQIKO1J3sgV5WyqEZ5oLXYqipDawFoQ%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/0628859b-9576-4c62-9fec-0f20f1d442da?hash=PnO6M7p6XD91NRc3WdQOI82LeOaszGLSTNiP0C3YNm8%3d&projectId=bo9nt6JWFsc,-104.43836893163987,36.865040013906444,2001.8324150758526
Inlet,A720,Yes,,No,Concrete,2,No End Section,Concrete Slope Blanket,,Circular,Circular Concrete Pipe Damage,Minor (Rusting on Inside OR Outside),24,24,6.5,10% to 30% Silted,Little or no Scour ( < 1 ft),None,No Channel Evident,,Normal,0,Inlet sections are separating from rest of culvert (NEP).MDI (second photo) with one concrete lateral. Outlet (third photo) two corrugated metal pipe with concrete slope blanket end.,culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-15T11:38:05.23061,2023-06-20T14:33:27.490017,0.7000000000000001,1.05,,https://na.api.maps.trimblegeospatial.com/forms/images/a27fdea0-db10-4a55-a045-16d22e16aefb?hash=%2bqwvwIFeTd%2fLQ%2bt749PBgNCX5jpmD%2bvd%2b4FpOwn4hqc%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/c867b4bc-35eb-43a3-8568-86eb052e5e13?hash=Ngq8Uk91fEDBsPu2P%2bhFMXqR%2fmIWe9EwB2kk1joVy6o%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/ea6a96d3-2194-46da-aa5d-6fa953dc60f9?hash=Lil1uB1WjA%2bGcy%2feJvng%2bQi0Ejh4%2bA7PuOG9eUUYJZQ%3d&projectId=bo9nt6JWFsc,-104.79633224461591,35.93090620565029,1959.293611232533
CDI,B546,Yes,,Yes,Corrugated Metal,3,MDI / SDI / CDI,Unknown,3 or more pipes,Circular,None,Not Known,24,24,,30% to 60% Silted,Little or no Scour ( < 1 ft),Other,Other,,Normal,,,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-06-26T15:49:48.766475,,1.28,1.77,,https://na.api.maps.trimblegeospatial.com/forms/images/a2d267c3-9b14-4faa-86db-accce8d0b992?hash=Oj7Vjcjk%2fvL%2bU7xymCpprI9tiQCbDTVAYh%2fgICmrI74%3d&projectId=bo9nt6JWFsc,-104.43925042222206,36.906730507643914,2039.7546723211117
Turnouts (Road),B196,No,Silted Up,No,Corrugated Metal,1,Unknown,Concrete Slope Blanket with Safety Grate,,Circular,None,Not Known,24,24,,>90% Silted,Little or no Scour ( < 1 ft),None,Roadside/Median Ditch,Dry/Heavily Vegetated,Normal,,,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-06-01T14:00:57.659608,,0.89,1.28,,https://na.api.maps.trimblegeospatial.com/forms/images/ee3fd624-4c7a-4721-ad6b-0fa97242cf3f?hash=J6kRnRCCj%2fFUGgUtKiQSLi0YSjZd1imP2L6jawYDs2U%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/ab3ae4ec-34a1-4005-bfeb-454e03e85d33?hash=BL9Jnm971iP7c3u3xYXGz401jZIGEqVRYpMIbdlWLB8%3d&projectId=bo9nt6JWFsc,-108.77482536134666,35.74692314957045,1908.6667563947879
Inlet,D707,Yes,,No,Concrete,1,No End Section,No End Section,,Circular,"Severe Spalling, Exposed Rebar (concrete)",,24,24,,30% to 60% Silted,Little or no Scour ( < 1 ft),None,No Channel Evident,Weeds and/or Debris,Left Forward,22.5,Ignore channel condition since there is no channel evident,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-19T13:27:36.970277,,1.43,2.15,,https://na.api.maps.trimblegeospatial.com/forms/images/10733ad4-cb0c-4b19-81cd-54aedaca271e?hash=mtXRBdQSMrWizaMlyBencHhSv6fIdcikHdQn4LIy5oA%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/5461b5cd-7152-4d6e-8e4a-fb2cb0689dd5?hash=2UzZ4G%2bkaMgN4XK2ummH%2fB7HvDA8JNlivtPTnPZtOgI%3d&projectId=bo9nt6JWFsc,-106.57606166672592,36.18921509933662,2030.542383411665
CDI,C7,Yes,,No,Corrugated Metal,1,MDI / SDI / CDI,,1 pipe (lateral),Circular,None,None Evident,24,24,,Clean,,,,,,,,culvertam3@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-05-22T11:12:48.140062,2023-05-22T11:52:57.618386,2.48,3.73,,https://na.api.maps.trimblegeospatial.com/forms/images/8a563fdc-2236-4d97-815e-acc2af2d23b7?hash=rqC9P6XRqS6UjkgAYG3ZgdEUd7IB%2bK5GraF1K%2byWl3U%3d&projectId=bo9nt6JWFsc,-108.22427937704768,35.39658644957946,2175.523554021588
